pair_id,radio,channel,slot,slot_width,freq_low_mhz,freq_high_mhz,label,event_index
-1,ble_adv_idle,2402,43,1,2401.0,2403.0,BLE adv idle 2402 MHz,0
-1,ble_adv_idle,2402,44,1,2401.0,2403.0,BLE adv idle 2402 MHz,0
-1,ble_adv_idle,2402,45,1,2401.0,2403.0,BLE adv idle 2402 MHz,0
-1,ble_adv_idle,2402,46,1,2401.0,2403.0,BLE adv idle 2402 MHz,0
-1,ble_adv_idle,2402,47,1,2401.0,2403.0,BLE adv idle 2402 MHz,0
-1,ble_adv_idle,2402,48,1,2401.0,2403.0,BLE adv idle 2402 MHz,0
-1,ble_adv_idle,2402,49,1,2401.0,2403.0,BLE adv idle 2402 MHz,0
-1,ble_adv_idle,2402,50,1,2401.0,2403.0,BLE adv idle 2402 MHz,0
-1,ble_adv_idle,2402,51,1,2401.0,2403.0,BLE adv idle 2402 MHz,0
-1,ble_adv_idle,2402,52,1,2401.0,2403.0,BLE adv idle 2402 MHz,0
-1,ble_adv_idle,2402,53,1,2401.0,2403.0,BLE adv idle 2402 MHz,0
-1,ble_adv_idle,2402,54,1,2401.0,2403.0,BLE adv idle 2402 MHz,0
-1,ble_adv_idle,2402,55,1,2401.0,2403.0,BLE adv idle 2402 MHz,0
-1,ble_adv_idle,2402,56,1,2401.0,2403.0,BLE adv idle 2402 MHz,0
-1,ble_adv_idle,2402,57,1,2401.0,2403.0,BLE adv idle 2402 MHz,0
-1,ble_adv_idle,2402,58,1,2401.0,2403.0,BLE adv idle 2402 MHz,0
-1,ble_adv_idle,2402,59,1,2401.0,2403.0,BLE adv idle 2402 MHz,0
-1,ble_adv_idle,2402,60,1,2401.0,2403.0,BLE adv idle 2402 MHz,0
-1,ble_adv_idle,2402,61,1,2401.0,2403.0,BLE adv idle 2402 MHz,0
-1,ble_adv_idle,2402,62,1,2401.0,2403.0,BLE adv idle 2402 MHz,0
-1,ble_adv_idle,2402,63,1,2401.0,2403.0,BLE adv idle 2402 MHz,0
-1,ble_adv_idle,2426,0,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,1,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,2,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,3,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,4,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,5,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,6,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,7,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,8,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,9,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,10,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,11,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,12,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,13,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,14,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,15,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,16,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,17,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,18,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,19,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,20,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
